EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label,KaggleSet,KaggleWeight
100014,-999.0,109.412,14.398,17.323,-999.0,-999.0,-999.0,0.472,17.323,62.565,1.774,-0.272,-999.0,22.552,1.389,1.34,40.013,1.856,1.412,75.197,-1.583,198.616,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.655921659265,b,t,2.15119866823
100016,114.256,4.351,67.963,47.221,-999.0,-999.0,-999.0,2.954,26.243,100.93,1.145,0.218,-999.0,30.145,0.484,-0.929,34.522,-0.215,1.941,41.899,2.055,191.568,1,36.263,-0.766,-0.686,-999.0,-999.0,-999.0,36.263,0.443597626883,b,t,1.45484847268
100018,-999.0,85.186,68.827,5.042,-999.0,-999.0,-999.0,2.116,5.042,71.443,1.558,-1.351,-999.0,27.931,1.175,2.356,43.512,2.332,0.584,44.698,-2.033,151.816,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.56163346758,b,t,5.12162357847
100019,-999.0,88.767,115.058,15.337,-999.0,-999.0,-999.0,2.879,15.337,58.211,0.875,-1.395,-999.0,31.046,1.38,0.451,27.165,-1.486,0.724,72.981,-2.577,115.145,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.82316290593,b,t,5.97935067368
100020,-999.0,89.705,41.765,18.437,-999.0,-999.0,-999.0,1.395,18.437,57.157,1.082,-1.178,-999.0,27.453,1.58,2.51,29.704,0.341,1.869,67.909,-1.169,225.139,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.670373100287,b,t,2.19859445131
100021,90.736,18.674,60.231,25.156,-999.0,-999.0,-999.0,2.363,25.156,64.833,0.749,-0.8,-999.0,37.06,1.537,-2.616,27.773,1.161,1.335,27.431,0.645,169.061,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.512739889611,b,t,1.68161144262
100022,87.075,38.217,67.041,2.347,-999.0,-999.0,-999.0,2.852,2.347,65.281,1.276,-1.409,-999.0,28.688,1.739,-2.975,36.594,2.367,-0.193,12.556,2.008,68.527,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.39324529911,b,t,4.56936798721
100024,110.785,72.927,82.775,30.888,-999.0,-999.0,-999.0,3.032,30.888,77.888,2.581,1.353,-999.0,21.751,-0.709,-1.088,56.137,0.531,1.679,27.318,-0.716,253.577,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.774978887009,b,t,2.54166564877
100025,76.883,34.384,56.993,5.569,-999.0,-999.0,-999.0,2.912,5.569,58.116,1.492,-1.409,-999.0,23.319,-0.081,-0.338,34.797,-0.321,2.564,10.098,-1.397,93.086,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.512739889611,b,t,1.68161144262
100029,98.761,14.024,74.23,132.806,3.676,315.854,-2.665,1.261,23.29,239.33,1.541,1.306,0.982,49.624,-1.093,1.995,76.454,-0.595,0.836,26.438,1.15,357.815,2,80.627,0.993,-2.018,32.625,-2.683,-1.467,113.252,0.0944595938766,b,t,0.309795155685
100030,-999.0,91.316,51.771,33.742,-999.0,-999.0,-999.0,1.309,0.876,112.809,1.718,-1.318,-999.0,29.267,-1.346,-0.333,50.292,-2.443,-1.046,44.156,2.595,157.431,1,33.25,-3.199,2.057,-999.0,-999.0,-999.0,33.25,0.711031815332,b,t,2.33194112835
100033,123.112,62.758,86.702,39.901,3.16,244.181,-2.139,2.825,9.732,184.194,2.089,1.337,0.929,26.075,-0.175,-0.782,54.476,1.026,2.944,23.618,-1.209,309.43,2,71.127,2.177,0.558,32.515,-0.983,-2.628,103.642,0.346118903187,b,t,1.13515160396
100034,156.894,39.256,122.894,71.682,-999.0,-999.0,-999.0,2.387,29.365,148.381,1.11,0.655,-999.0,48.605,-2.123,-3.018,53.933,-0.456,-1.308,10.096,2.976,195.864,1,45.843,1.131,1.15,-999.0,-999.0,-999.0,45.843,0.725753738329,b,t,2.38022399978
100035,72.712,20.762,50.255,39.263,-999.0,-999.0,-999.0,2.186,21.817,103.596,1.269,1.414,-999.0,25.085,-0.251,3.006,31.832,-0.357,0.823,12.563,1.915,152.875,1,46.679,-1.711,-1.864,-999.0,-999.0,-999.0,46.679,0.512739889611,b,t,1.68161144262
100041,90.833,62.236,53.228,21.581,-999.0,-999.0,-999.0,2.629,21.581,55.182,1.445,-0.797,-999.0,22.566,1.645,-2.03,32.616,1.287,0.574,29.74,-2.484,70.266,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.625050132361,b,t,2.04995062035
100043,132.049,65.682,87.937,0.861,-999.0,-999.0,-999.0,2.952,0.861,87.374,1.542,-1.377,-999.0,34.371,-1.723,-2.546,53.003,-1.181,0.355,21.006,3.141,68.796,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.42703073386,b,t,4.68017265605
100044,84.86,33.706,67.847,18.079,-999.0,-999.0,-999.0,2.346,18.079,73.32,1.076,-1.367,-999.0,35.311,1.323,2.505,38.009,1.526,-1.44,17.651,-0.023,176.82,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.0217574936722,b,t,0.0713571365583
100045,27.788,68.032,23.53,33.375,1.37,78.189,3.443,0.78,10.201,132.965,1.373,-0.776,0.024,26.365,0.664,1.693,36.2,0.656,2.474,32.195,-0.498,233.334,2,37.734,2.663,-0.491,32.666,1.293,-2.358,70.4,0.584376323242,b,t,1.91655443992
100048,167.534,41.277,123.308,9.909,-999.0,-999.0,-999.0,2.776,9.909,124.886,0.713,-1.406,-999.0,72.924,-0.14,0.934,51.962,0.266,-2.603,23.577,-1.342,319.578,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.530840509838,b,t,1.7409752852
100050,219.057,72.461,124.835,5.506,-999.0,-999.0,-999.0,3.771,46.936,122.986,1.932,-1.382,-999.0,24.759,-1.063,0.332,47.83,1.347,-2.569,28.499,0.96,90.355,1,50.396,-0.708,-0.642,-999.0,-999.0,-999.0,50.396,0.897080633769,b,t,2.94211761024
100052,-999.0,83.924,136.152,40.286,-999.0,-999.0,-999.0,3.111,40.286,67.818,1.884,-0.574,-999.0,23.515,-1.272,-1.525,44.302,1.66,-2.567,41.305,0.183,104.743,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,2.0989819438,b,t,6.8839427672
100053,-999.0,98.947,85.408,1.578,-999.0,-999.0,-999.0,2.598,1.578,89.173,2.074,-1.331,-999.0,29.005,0.167,-0.454,60.168,0.918,2.033,42.635,-1.54,146.821,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.53719338536,b,t,5.04146846913
100054,219.292,74.6,177.143,2.423,-999.0,-999.0,-999.0,4.054,2.423,71.678,1.841,-1.337,-999.0,25.232,1.099,-2.41,46.447,-2.127,1.419,31.593,-1.263,106.965,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,2.13078803756,b,t,6.98825587467
100055,51.025,50.315,46.006,1.303,-999.0,-999.0,-999.0,2.109,1.303,52.149,1.155,-1.411,-999.0,24.198,0.872,-2.822,27.952,0.457,-0.755,28.169,1.469,54.023,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.33788570649,b,t,4.38780746053
100056,-999.0,110.686,65.448,49.395,0.482,24.02,7.901,2.893,26.385,138.2,2.106,-1.393,0.0,21.631,-0.767,-1.698,45.546,-0.107,1.769,73.398,-0.785,185.682,2,40.581,-3.062,2.144,30.442,-2.58,2.396,71.023,0.657367268471,b,t,2.15593977192
100059,73.819,83.737,60.659,43.435,1.494,162.191,-0.546,1.576,45.807,273.216,2.027,-1.34,0.001,30.0,2.02,-1.803,60.803,1.905,2.908,39.933,0.877,283.314,3,80.042,-0.856,1.304,52.501,0.638,-1.114,182.413,0.226870077356,b,t,0.74405624723
100062,139.394,71.611,78.711,28.947,-999.0,-999.0,-999.0,2.945,2.399,110.117,1.594,1.397,-999.0,30.409,2.452,-0.472,48.47,1.948,2.429,30.839,0.061,162.628,1,31.238,-2.123,-2.415,-999.0,-999.0,-999.0,31.238,0.61678044593,b,t,2.02282887771
100063,92.065,65.274,53.52,28.173,-999.0,-999.0,-999.0,2.738,28.173,54.346,1.202,-1.304,-999.0,24.676,-0.828,1.37,29.67,-0.541,-2.19,36.512,0.692,84.621,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.33476523772,b,t,4.3775733904
100064,92.696,51.669,68.835,39.384,-999.0,-999.0,-999.0,2.513,15.701,123.58,2.285,1.329,-999.0,23.815,-0.034,3.075,54.41,-0.249,-0.705,16.44,-2.79,215.024,1,45.355,-0.977,1.973,-999.0,-999.0,-999.0,45.355,0.512739889611,b,t,1.68161144262
100065,83.081,63.334,60.631,38.653,-999.0,-999.0,-999.0,2.077,0.91,111.277,1.715,0.089,-999.0,26.803,1.979,-3.099,45.97,2.125,-1.027,23.701,2.686,214.474,1,38.504,2.526,0.914,-999.0,-999.0,-999.0,38.504,0.30244397574,b,t,0.991912782017
100066,123.715,57.088,81.811,53.612,-999.0,-999.0,-999.0,3.043,53.612,82.428,0.562,1.404,-999.0,52.772,2.288,2.793,29.656,1.748,-0.495,30.361,-3.01,222.183,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.443597626883,b,t,1.45484847268
100067,94.229,78.683,69.352,25.679,-999.0,-999.0,-999.0,2.507,25.679,71.802,1.481,-0.909,-999.0,28.94,1.102,-2.445,42.862,0.519,1.4,36.135,-1.794,218.411,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.42330307818,b,t,4.66794722056
100068,88.532,16.345,50.14,95.309,4.557,580.126,-3.436,1.771,34.156,187.654,1.29,1.306,0.585,26.665,-1.201,0.175,34.406,-0.344,1.725,52.175,1.337,326.007,2,83.996,-0.953,-1.522,42.588,3.604,-2.122,126.584,0.0217574936722,b,t,0.0713571365583
100069,101.675,72.911,49.453,42.633,-999.0,-999.0,-999.0,2.605,42.633,51.687,1.302,0.136,-999.0,22.455,1.337,1.183,29.231,1.411,-1.421,46.471,1.425,126.9,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.512739889611,b,t,1.68161144262
100072,96.906,71.751,74.602,39.664,-999.0,-999.0,-999.0,2.348,14.617,107.103,0.984,-0.875,-999.0,35.66,0.557,-1.441,35.076,1.736,2.811,36.787,-0.432,148.77,1,36.367,-1.891,1.316,-999.0,-999.0,-999.0,36.367,0.65045669095,b,t,2.13327544159
100074,-999.0,65.71,56.525,1.118,-999.0,-999.0,-999.0,2.012,1.118,66.151,1.174,-1.407,-999.0,30.428,1.804,1.066,35.723,2.193,-0.908,36.227,3.073,123.357,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.33776679363,b,t,4.38741746703
100076,239.551,118.683,193.111,6.549,-999.0,-999.0,-999.0,2.857,6.549,181.614,1.246,-1.398,-999.0,80.853,0.563,-1.877,100.761,1.4,0.855,39.99,-3.012,170.842,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.642870323517,b,t,2.10839475151
100077,86.629,33.856,67.5,49.081,2.978,229.16,-1.67,1.951,17.799,204.93,1.273,-0.7,0.422,28.542,-0.476,2.973,36.328,-2.124,1.929,12.569,0.1,215.393,3,56.951,0.749,-0.296,42.88,-2.229,-2.825,140.06,0.0936590129021,b,t,0.307169523947
100080,84.608,50.05,63.451,0.658,-999.0,-999.0,-999.0,2.961,0.658,57.911,1.655,-1.375,-999.0,21.816,2.445,-0.567,36.095,1.377,2.954,18.405,0.296,29.742,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.55481017267,b,t,5.09924550525
100081,-999.0,65.312,50.047,0.515,-999.0,-999.0,-999.0,2.13,74.884,132.893,1.709,-1.372,-999.0,21.429,0.266,-0.062,36.623,0.718,2.02,32.276,-1.758,32.944,1,74.841,0.616,-1.564,-999.0,-999.0,-999.0,74.841,0.512739889611,b,t,1.68161144262
100083,145.99,68.862,97.342,28.538,4.664,396.915,-5.149,3.088,24.909,174.47,2.139,1.41,0.677,31.234,-0.185,2.945,66.796,-0.917,-0.056,20.804,2.299,198.904,2,39.577,2.871,-2.316,36.863,-1.793,1.295,76.44,0.33019917473,b,t,1.08294034035
100084,99.668,25.986,60.637,192.267,1.048,231.346,-0.273,1.405,37.955,435.679,3.282,0.677,0.475,23.845,-0.56,1.128,78.248,0.418,0.119,105.389,-0.168,392.838,3,176.49,-0.558,2.664,73.566,0.49,-1.616,333.586,0.109322374518,b,t,0.358539992008
100085,-999.0,71.692,52.779,2.705,-999.0,-999.0,-999.0,1.985,2.705,50.751,1.533,-1.349,-999.0,20.039,-0.33,-2.606,30.712,-1.988,-1.514,43.206,1.27,72.211,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.6988697454,b,t,5.57171162468
100086,199.9,78.686,167.085,77.236,-999.0,-999.0,-999.0,2.934,17.233,172.545,1.785,-0.112,-999.0,30.651,-0.735,0.131,54.696,2.183,0.439,43.135,2.327,277.402,1,87.198,-2.031,-2.452,-999.0,-999.0,-999.0,87.198,0.939406134792,b,t,3.08093077511
100087,92.079,42.327,71.28,29.118,-999.0,-999.0,-999.0,2.322,29.118,73.226,1.257,-1.284,-999.0,32.441,0.71,-0.658,40.785,-0.107,-2.831,28.662,2.117,146.893,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.613465054713,b,t,2.01195552863
100088,117.247,102.167,79.738,34.164,-999.0,-999.0,-999.0,3.23,1.991,108.514,2.485,1.403,-999.0,21.432,0.105,-3.107,53.255,1.292,0.172,53.22,2.743,111.693,1,33.828,-0.454,-1.074,-999.0,-999.0,-999.0,33.828,0.728215429105,b,t,2.38829750344
100089,235.976,55.918,175.744,39.662,-999.0,-999.0,-999.0,2.69,3.627,193.94,0.618,-1.101,-999.0,94.921,-0.567,2.08,58.684,0.803,-1.888,68.732,-0.977,290.533,1,40.334,-0.965,0.94,-999.0,-999.0,-999.0,40.334,0.226870077356,b,t,0.74405624723
100090,151.45,39.326,108.268,19.727,0.726,179.399,0.873,3.387,4.789,305.546,1.239,1.414,0.0,36.337,0.71,-0.014,45.014,2.317,-2.996,13.612,-1.16,390.63,3,86.379,1.365,0.155,80.424,0.639,3.118,224.195,0.339527223514,b,t,1.11353314948
100091,124.118,59.132,77.775,0.419,-999.0,-999.0,-999.0,3.112,0.419,75.391,1.647,-1.381,-999.0,28.485,-0.684,1.874,46.906,-1.402,-1.382,18.813,1.566,40.3,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.47447177214,b,t,4.83576303324
100092,96.97,61.769,93.213,0.51,-999.0,-999.0,-999.0,2.782,0.51,70.954,1.13,-1.411,-999.0,33.317,2.077,1.002,37.638,0.354,-3.097,32.406,-0.926,103.858,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.62454181821,b,t,5.32794144919
100094,111.356,20.265,50.19,104.878,-999.0,-999.0,-999.0,2.5,26.905,138.893,1.407,1.312,-999.0,20.535,0.186,-1.546,28.883,-0.71,2.404,85.179,2.816,147.129,1,89.475,-1.828,-0.48,-999.0,-999.0,-999.0,89.475,0.512739889611,b,t,1.68161144262
100095,98.181,68.298,77.216,1.17,-999.0,-999.0,-999.0,2.918,1.17,63.11,2.056,-1.341,-999.0,20.651,1.013,-1.804,42.46,-0.616,0.616,29.147,-3.011,52.207,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.77570679933,b,t,5.82371087756
100098,77.578,72.277,58.168,153.606,2.604,370.937,-1.597,0.988,41.756,330.67,2.032,0.572,0.061,41.804,-1.298,1.93,84.954,-1.866,2.739,50.145,1.565,351.78,2,111.656,-0.987,-0.035,92.256,1.617,-1.433,203.911,0.0944595938766,b,t,0.309795155685
100099,107.35,20.354,77.755,89.044,4.449,564.836,-2.99,2.482,31.871,233.139,3.61,1.335,0.251,21.617,-1.268,-1.114,78.034,-1.216,2.688,27.167,3.134,327.422,2,95.352,-0.825,-0.201,38.135,3.625,2.93,133.488,0.706646305514,b,t,2.31755815631
100100,90.801,27.787,65.373,55.978,-999.0,-999.0,-999.0,2.457,20.608,138.624,2.452,1.405,-999.0,21.977,1.603,-0.643,53.881,1.873,1.799,18.209,0.88,219.339,1,62.766,0.778,-2.209,-999.0,-999.0,-999.0,62.766,0.443597626883,b,t,1.45484847268
100102,101.079,91.317,79.19,73.323,2.463,261.761,-1.358,2.6,58.155,338.283,4.091,-1.411,0.656,20.291,-1.279,-2.592,83.013,-1.199,0.007,47.763,1.629,376.038,3,90.445,-1.63,-1.166,58.965,0.833,3.092,234.979,0.226870077356,b,t,0.74405624723
100104,130.634,74.772,102.183,25.928,-999.0,-999.0,-999.0,2.723,25.928,89.307,0.972,-1.324,-999.0,45.279,0.375,3.133,44.028,-0.859,-0.722,33.228,1.994,126.655,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.655275568016,b,t,2.14907970995
100105,208.573,6.854,154.336,57.028,2.685,183.753,0.026,3.581,5.646,161.078,2.064,1.362,0.601,20.506,-1.017,0.758,42.329,2.311,-0.563,5.651,-0.116,254.585,2,66.774,0.01,-2.731,31.47,2.695,1.342,98.243,0.226870077356,b,t,0.74405624723
100108,90.331,79.938,65.701,1.437,-999.0,-999.0,-999.0,2.725,1.437,72.782,2.381,-1.3,-999.0,21.525,-0.555,0.065,51.256,-0.251,2.773,31.692,-0.626,71.42,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.49860818636,b,t,4.91492221542
100109,114.661,81.66,93.669,37.014,-999.0,-999.0,-999.0,2.532,0.953,131.033,2.837,-1.091,-999.0,24.525,0.895,0.725,69.58,-0.432,2.882,24.002,-0.345,158.382,1,36.929,-0.194,-0.806,-999.0,-999.0,-999.0,36.929,0.796161400293,b,t,2.61113704635
100111,87.523,25.455,59.525,85.59,4.868,463.181,-3.399,1.739,16.239,160.678,1.454,1.392,0.401,32.184,0.535,-1.562,46.784,0.738,0.165,33.088,-0.494,205.065,2,42.484,0.845,2.605,39.226,-4.023,2.314,81.71,0.0225325724501,b,t,0.073899129815
100112,287.995,72.23,229.336,5.771,-999.0,-999.0,-999.0,3.269,5.771,190.506,1.143,-1.413,-999.0,88.877,2.264,-2.105,101.629,0.995,1.166,16.984,-0.942,317.119,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.680666968146,b,t,2.23235481662
100113,86.557,35.819,66.08,62.125,-999.0,-999.0,-999.0,1.965,0.11,149.841,2.604,1.2,-999.0,24.356,1.373,-0.481,63.414,1.043,-2.418,8.923,-0.713,153.275,1,62.07,1.846,1.258,-999.0,-999.0,-999.0,62.07,0.512739889611,b,t,1.68161144262
100114,81.926,64.281,63.079,3.257,-999.0,-999.0,-999.0,2.615,3.257,65.828,1.685,-1.349,-999.0,24.521,-1.858,-2.487,41.307,-2.345,0.082,26.407,2.759,71.221,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.44131078889,b,t,4.72700635171
100116,-999.0,101.879,67.115,27.599,-999.0,-999.0,-999.0,1.87,27.599,94.356,2.779,-1.34,-999.0,24.971,-1.934,0.359,69.385,-2.063,-1.507,39.888,2.139,145.556,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.51510787588,b,t,4.96903555292
100117,230.352,85.934,164.075,2.839,-999.0,-999.0,-999.0,3.758,2.839,91.37,1.796,-1.353,-999.0,32.68,-1.923,-0.395,58.69,0.567,3.072,32.344,0.264,163.563,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.98545148342,b,t,6.51160169304
100120,351.217,9.132,290.837,23.855,-999.0,-999.0,-999.0,3.407,23.855,213.762,0.925,1.367,-999.0,111.047,-0.707,1.081,102.715,0.952,-2.226,16.643,-2.447,279.081,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.512739889611,b,t,1.68161144262
100122,64.901,54.866,52.189,79.849,-999.0,-999.0,-999.0,1.169,10.785,173.583,1.679,-0.081,-999.0,32.643,0.124,-1.024,54.822,1.275,-0.818,19.706,1.157,216.372,1,86.119,2.199,2.361,-999.0,-999.0,-999.0,86.119,0.418760425129,b,t,1.37339094711
100123,-999.0,81.748,46.618,30.565,-999.0,-999.0,-999.0,1.387,1.732,104.505,1.481,-1.237,-999.0,29.4,-1.513,0.602,43.531,-1.972,1.911,51.428,-2.287,82.313,1,31.574,2.97,-0.621,-999.0,-999.0,-999.0,31.574,0.633235858576,b,t,2.07679700221
100124,96.998,30.697,78.583,72.32,-999.0,-999.0,-999.0,1.966,23.068,128.826,2.54,-0.034,-999.0,21.442,0.73,-1.953,54.455,-1.236,-1.908,5.051,0.456,155.861,1,52.929,-1.836,1.067,-999.0,-999.0,-999.0,52.929,0.835346765602,b,t,2.73965164024
100126,209.904,64.927,125.487,36.377,-999.0,-999.0,-999.0,3.942,27.403,108.058,1.389,-0.15,-999.0,20.636,-2.369,-2.904,28.653,0.862,-0.646,38.226,2.887,174.595,1,58.769,-3.163,0.694,-999.0,-999.0,-999.0,58.769,0.917343751742,b,t,3.00857370569
100128,96.895,34.243,60.566,88.018,0.69,61.257,2.731,1.792,2.427,178.857,0.798,1.411,0.398,43.334,1.885,-0.143,34.569,2.02,-1.93,38.769,-0.957,198.516,2,59.282,2.033,2.603,41.671,1.343,1.587,100.953,0.0225325724501,b,t,0.073899129815
100129,-999.0,87.842,37.796,23.581,-999.0,-999.0,-999.0,1.389,23.581,56.083,1.077,-1.396,-999.0,27.003,-2.023,-1.997,29.08,-1.248,3.134,70.163,0.464,82.299,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.37566145538,b,t,4.51169899477
100130,56.601,64.116,55.783,6.38,-999.0,-999.0,-999.0,2.059,6.38,51.471,1.365,-1.39,-999.0,21.763,-1.818,0.851,29.708,-0.137,-0.337,36.563,-3.01,117.605,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.6691786783,b,t,5.47433508115
100131,-999.0,85.551,51.971,17.796,-999.0,-999.0,-999.0,1.963,18.889,91.137,1.915,-1.102,-999.0,20.111,-0.294,0.594,38.507,0.831,2.203,47.656,-1.047,129.989,1,32.519,1.142,-2.585,-999.0,-999.0,-999.0,32.519,0.725116308129,b,t,2.37813344677
100132,-999.0,69.946,110.636,29.691,-999.0,-999.0,-999.0,2.422,1.368,107.946,0.779,-1.286,-999.0,43.767,0.854,1.609,34.109,-1.369,2.572,40.887,-1.286,120.657,1,30.071,-0.909,-0.924,-999.0,-999.0,-999.0,30.071,0.747648596506,b,t,2.45203164492
100133,113.305,36.582,77.457,32.949,-999.0,-999.0,-999.0,3.058,7.316,119.755,0.516,-1.414,-999.0,52.593,1.879,-1.749,27.128,1.417,1.511,19.089,-0.356,189.261,1,40.035,-0.284,1.835,-999.0,-999.0,-999.0,40.035,0.531629145778,b,t,1.74356174131
100134,-999.0,95.64,73.989,54.073,0.698,89.307,0.1,2.588,70.122,229.676,1.035,-1.371,0.0,29.731,-0.807,2.951,30.781,-2.385,0.899,82.185,-1.612,238.094,3,51.155,0.122,-2.564,44.163,0.82,1.655,169.164,0.226870077356,b,t,0.74405624723
